Senyawa1,Senyawa2,Topology Score
Mitraphylline,N6-(delta2-Isopentenyl)adenine,0.20120193262
"(6S,9R)-Roseoside",(-)-Jasmonic acid,0.200627097654
Vindoline,Sigmoidin B,0.200571656043
Ajmalicine,Kaempferol 3-glucuronide,0.200283421119
Lycopene,Miltirone,0.200185289484
"(6S,9R)-Roseoside",N6-(delta2-Isopentenyl)adenine,0.199994322962
Acetovanillone,Sweroside,0.199979035728
(-)-Jasmonic acid,Indole-3-acetic acid,0.199570232138
Isoliquiritin,Kaempferol 3-glucuronide,0.199401568502
3' 5'-cyclic AMP,Vindoline,0.199358984466
Isoglycyrol,Isoprene,0.199236806856
p-Coumaric acid,N6-(delta2-Isopentenyl)adenine,0.198909760338
Tetrahydroalstonine,Myristicin,0.198822801698
Tetrahydroalstonine,Citric acid,0.198772278617
Gancaonin U,Spermidine,0.198500321151
Spermidine,6-Hydroxymellein,0.198463759547
Gibberellin A3,Tetrahydroalstonine,0.198268983502
Vincristine,Gancaonin U,0.198079229533
Vincristine,6-Hydroxymellein,0.198042667929
Isoliquiritin,Ferruginol,0.197969222515
Isoliquiritin,Sweroside,0.19792675023
Echinatin,3' 5'-cyclic AMP,0.197867084498
Oxalic acid,Fisetin,0.197684056205
Chelerythrine,Glycyrrhisoflavone,0.197598500193
Isobavachalcone,Chelerythrine,0.197598500193
Chelerythrine,Glisoflavone,0.197598500193
N6-(delta2-Isopentenyl)adenine,Indole-3-acetic acid,0.197566264363
Dihydrotanshinone I,(+)-S-Carvone,0.196997844217
Dihydrotanshinone I,alpha-Terpinene,0.196997844217
Dihydrotanshinone I,4-Terpineol,0.196997844217
Isoglycyrol,N6-(delta2-Isopentenyl)adenine,0.196935216596
(-)-Jasmonic acid,Acetovanillone,0.196931218311
N6-(delta2-Isopentenyl)adenine,Uracil,0.196855912132
Vincamine,N6-(delta2-Isopentenyl)adenine,0.196855912132
N6-(delta2-Isopentenyl)adenine,Pregnenolone,0.196855912132
Ajmalicine,Sweroside,0.196811340126
N6-(delta2-Isopentenyl)adenine,Isolicoflavonol,0.196756660072
Lycopene,Hirsutrin,0.19666409265
Miltirone,Myricetin,0.196604494588
N6-(delta2-Isopentenyl)adenine,"3',4',7-Trihydroxyflavone",0.196124510089
"3',4',7-Trihydroxyflavone",Hirsutrin,0.196120859289
Ferruginol,delta-Tocopherol,0.196100401299
Ferruginol,Lycopene,0.196021884922
Isoferulic acid,N6-(delta2-Isopentenyl)adenine,0.195934485607
Tetrahydroalstonine,Fumaric acid,0.195900082166
Lycopene,Liquiritigenin,0.195802950382
Quinic acid,Ferruginol,0.195797812256
Spermidine,4-Terpineol,0.19548826318
Spermidine,alpha-Terpinene,0.19548826318
Spermidine,(+)-S-Carvone,0.19548826318
Kaempferol,Miltirone,0.195080093287
Isolicoflavonol,Punicalin,0.194995447965
Sweroside,7-Hydroxycoumarin,0.194855251759
trans-Zeatin,Vindoline,0.194440482769
Glycyrrhisoflavone,"3',4',7-Trihydroxyflavone",0.194406489301
"3',4',7-Trihydroxyflavone",Glisoflavone,0.194406489301
"3',4',7-Trihydroxyflavone",Isobavachalcone,0.194406489301
Isolicoflavonol,Isoprene,0.194338885706
Testosterone,Tetrahydroalstonine,0.194234869349
L-Phenylalanine,Isoliquiritin,0.194197577894
Labiatenic acid,Quinic acid,0.194103371121
Glycyrrhizic acid,Gancaonin U,0.194080546863
6-Hydroxymellein,Glycyrrhizic acid,0.194043985259
"(6S,9R)-Roseoside",Miltirone,0.193736763067
(-)-Jasmonic acid,Isoferulic acid,0.193719977366
Quinic acid,Echinatin,0.193463182545
beta-D-Glucosamine,Isoglycyrol,0.192968906103
Liquiritigenin,Spermine,0.192937202264
Vincamine,(-)-Jasmonic acid,0.192772268307
Pregnenolone,(-)-Jasmonic acid,0.192772268307
Uracil,(-)-Jasmonic acid,0.192772268307
Ferruginol,Succinic acid,0.192672009926
Ajmalicine,Vindoline,0.192464022535
Miltirone,Uracil,0.191926894343
Miltirone,Vincamine,0.191926894343
Pregnenolone,Miltirone,0.191926894343
Acetovanillone,Miltirone,0.191706802427
Echinatin,Vindoline,0.191629616931
Isoferulic acid,Isobavachalcone,0.191502080441
Isoferulic acid,Glisoflavone,0.191502080441
Glycyrrhisoflavone,Isoferulic acid,0.191502080441
"3',4',7-Trihydroxyflavone",Rutin,0.191396706717
Miltirone,Fumaric acid,0.19138442778
Sanguinarine,Licuroside,0.191338065244
Glycyrrhisoflavone,alpha-Terpinene,0.191129137011
4-Terpineol,Glycyrrhisoflavone,0.191129137011
Glisoflavone,alpha-Terpinene,0.191129137011
Isobavachalcone,4-Terpineol,0.191129137011
Isobavachalcone,(+)-S-Carvone,0.191129137011
alpha-Terpinene,Isobavachalcone,0.191129137011
(+)-S-Carvone,Glisoflavone,0.191129137011
Glycyrrhisoflavone,(+)-S-Carvone,0.191129137011
Glisoflavone,4-Terpineol,0.191129137011
Spermidine,Liquiritigenin,0.190912641083
beta-Carotene,6-Hydroxymellein,0.19072029479
Glycyrrhizic acid,Isorhamnetin,0.190673879774
Kaempferol 3-glucuronide,Glycyrrhisoflavone,0.190653493861
Glisoflavone,Kaempferol 3-glucuronide,0.190653493861
Isobavachalcone,Kaempferol 3-glucuronide,0.190653493861
beta-D-Glucosamine,Spermine,0.190408964348
Dihydrotanshinone I,Lycopene,0.190233395818
Miltirone,Myoinositol,0.190053843291
"3',4',7-Trihydroxyflavone",Fisetin,0.189757568232
Miltirone,Isoferulic acid,0.189734109543
Ferruginol,3' 5'-cyclic AMP,0.18969638929
Miltirone,Gibberellin A3,0.189366017643
Vitamin A,Miltirone,0.189041998898
4-Terpineol,(-)-Jasmonic acid,0.18898325697
(-)-Jasmonic acid,(+)-S-Carvone,0.18898325697
(-)-Jasmonic acid,alpha-Terpinene,0.18898325697
Indole-3-acetic acid,Miltirone,0.188447283844
Spermine,"3',4',7-Trihydroxyflavone",0.188408642425
Miltirone,(R)-linalool,0.188110482489
Miltirone,Kaempferol 3-glucuronide,0.188043343707
Semilicoisoflavone B,Isoprene,0.187682785089
Mitraphylline,Isoprene,0.187682785089
Trigonelline,Isobavachalcone,0.187615742441
Glycyrrhisoflavone,Trigonelline,0.187615742441
Glisoflavone,Trigonelline,0.187615742441
Berberine,"3',4',7-Trihydroxyflavone",0.187301275194
Trigonelline,Miltirone,0.186766630738
4-Terpineol,Sigmoidin B,0.186751038903
alpha-Terpinene,Sigmoidin B,0.186751038903
Sigmoidin B,(+)-S-Carvone,0.186751038903
Sigmoidin B,Acetovanillone,0.186568505216
Miltirone,Apigenin,0.186377559629
Liquiritigenin,(-)-Jasmonic acid,0.18623197631
Protopine,Liquiritigenin,0.186148184421
Liquiritigenin,Serotonin,0.185226694567
Isorhamnetin,Vindoline,0.185011932708
alpha-Terpinene,Fisetin,0.184998259576
Fisetin,(+)-S-Carvone,0.184998259576
4-Terpineol,Fisetin,0.184998259576
Miltirone,Isolicoflavonol,0.184633570702
Fisetin,Glycyrrhisoflavone,0.18459539284
Glisoflavone,Fisetin,0.18459539284
Fisetin,Isobavachalcone,0.18459539284
Sigmoidin B,Lycopene,0.184576706137
Berberine,Liquiritigenin,0.184378057886
Isolicoflavonol,beta-D-Glucosamine,0.184091519475
Echinatin,Vincristine,0.183856381954
"3',4',7-Trihydroxyflavone",Serotonin,0.183792160353
Miltirone,p-Coumaric acid,0.183566914568
Apigenin,Sigmoidin B,0.18345582391
Sweroside,Protopine,0.183333021401
Isorhamnetin,Sucrose,0.183089519771
3-O-Caffeoylquinic acid,Sigmoidin B,0.182483595059
Miltirone,Semilicoisoflavone B,0.182431361494
Miltirone,Mitraphylline,0.182431361494
Chelerythrine,alpha-Terpinene,0.182398886221
Chelerythrine,(+)-S-Carvone,0.182398886221
4-Terpineol,Chelerythrine,0.182398886221
Isoferulic acid,Dihydrotanshinone I,0.181055388595
Ferruginol,beta-Monoolein,0.181010317636
Palmitic acid,Isorhamnetin,0.180997728652
Liquiritigenin,Quinic acid,0.180977352724
Sigmoidin B,Oxalic acid,0.180767219617
Gancaonin U,Serotonin,0.180660130562
"3',4',7-Trihydroxyflavone",Vincristine,0.180645577049
6-Hydroxymellein,Serotonin,0.180623568958
Oxalic acid,Glycyrrhisoflavone,0.180488171395
Glisoflavone,Oxalic acid,0.180488171395
Oxalic acid,Isobavachalcone,0.180488171395
Miltirone,trans-Zeatin,0.180305858792
Serotonin,beta-D-Glucosamine,0.180297509974
Vindoline,Acetovanillone,0.180017518175
Vindoline,(-)-Jasmonic acid,0.178954791069
(-)-Jasmonic acid,Glycyrol,0.178940724975
Protopine,Vindoline,0.178911055636
Glycyrol,Protopine,0.178856933086
Sweroside,p-Coumaric acid,0.178699049045
Isobavachalcone,Sweroside,0.178552960064
Glycyrrhisoflavone,Sweroside,0.178552960064
Sweroside,Glisoflavone,0.178552960064
Oxalic acid,Dihydrotanshinone I,0.17846177304
Sigmoidin B,Cholesterol,0.177992778203
"3',4',7-Trihydroxyflavone",Sanguinarine,0.177917347748
beta-D-Glucosamine,p-Coumaric acid,0.17763039026
Acetylursolic acid,6-Hydroxymellein,0.177530612988
Quinic acid,Licuroside,0.177360783983
Licuroside,Acetovanillone,0.17708802661
Semilicoisoflavone B,beta-D-Glucosamine,0.176986549279
beta-D-Glucosamine,Mitraphylline,0.176986549279
trans-Zeatin,beta-D-Glucosamine,0.176805712824
Isoliquiritin,Rutin,0.176266301902
Licuroside,Apigenin,0.176234936583
Miltirone,Sweroside,0.175942809909
Acetovanillone,Protopine,0.175821933975
Miltirone,(+)-S-Carvone,0.175756913607
alpha-Terpinene,Miltirone,0.175756913607
4-Terpineol,Miltirone,0.175756913607
beta-Monoolein,Glisoflavone,0.175441166131
Glycyrrhisoflavone,beta-Monoolein,0.175441166131
Isobavachalcone,beta-Monoolein,0.175441166131
beta-Monoolein,Dihydrotanshinone I,0.175128036165
Oxalic acid,7-Hydroxycoumarin,0.174729604312
Glycyrol,Vindoline,0.174408490566
Semilicoisoflavone B,(-)-Jasmonic acid,0.174323501567
(-)-Jasmonic acid,Mitraphylline,0.174323501567
Vindoline,"(6S,9R)-Roseoside",0.174279046345
Semilicoisoflavone B,Protopine,0.174239709678
Mitraphylline,Protopine,0.174239709678
Oxalic acid,Glycyrol,0.17421608631
Kaempferol,Isoliquiritin,0.173555021243
Protopine,"(6S,9R)-Roseoside",0.17303210002
"3',4',7-Trihydroxyflavone",Spermidine,0.172936740373
Dihydrotanshinone I,"3',4',7-Trihydroxyflavone",0.172647683369
Isoliquiritin,Glycyrol,0.172182624836
Vindoline,Isoglycyrol,0.17215091586
(-)-Jasmonic acid,p-Coumaric acid,0.172031329285
Miltirone,Isorhamnetin,0.172014880609
Protopine,p-Coumaric acid,0.171947537396
Isoliquiritin,7-Hydroxycoumarin,0.171672523905
Serotonin,(+)-S-Carvone,0.171066719815
Serotonin,4-Terpineol,0.171066719815
alpha-Terpinene,Serotonin,0.171066719815
Sigmoidin B,beta-Monoolein,0.171063068023
Miltirone,Ferruginol,0.17095879391
Miltirone,Octadecanoic acid,0.170831781292
Oxalic acid,Isoglycyrol,0.170828102526
Isolicoflavonol,Isoliquiritin,0.170642917666
Protopine,Indole-3-acetic acid,0.17060404142
Isoliquiritin,Testosterone,0.170540680578
Isobavachalcone,delta-Tocopherol,0.170317436445
delta-Tocopherol,Glycyrrhisoflavone,0.170317436445
Glisoflavone,delta-Tocopherol,0.170317436445
trans-Zeatin,Isoliquiritin,0.17012204332
Isoglycyrol,(-)-Jasmonic acid,0.170056785542
Miltirone,alpha-Pinene,0.170017556191
Protopine,Isoglycyrol,0.169972993653
Uracil,Protopine,0.169893689189
Vincamine,Protopine,0.169893689189
Pregnenolone,Protopine,0.169893689189
Isolicoflavonol,(-)-Jasmonic acid,0.169878229018
Isolicoflavonol,Protopine,0.169794437129
Isoprene,Miltirone,0.169770361888
Myricetin,Isoliquiritin,0.169612660198
"3',4',7-Trihydroxyflavone",(-)-Jasmonic acid,0.169528817295
trans-Zeatin,Sweroside,0.169462291232
Miltirone,Cholesterol,0.169270422293
Kaempferol 3-glucuronide,(-)-Jasmonic acid,0.169236987496
Kaempferol 3-glucuronide,Protopine,0.16916242675
Succinic acid,Glisoflavone,0.169000801971
Succinic acid,Isobavachalcone,0.169000801971
Succinic acid,Glycyrrhisoflavone,0.169000801971
Isoferulic acid,Protopine,0.168972262665
Isoliquiritin,Mitraphylline,0.168899927124
Isoliquiritin,Semilicoisoflavone B,0.168899927124
Acetovanillone,Isoliquiritin,0.168778051398
Vitamin A,Isoliquiritin,0.16860978459
beta-D-Glucosamine,Sigmoidin B,0.168277867512
Riboflavin,Miltirone,0.168263321524
Isoliquiritin,Myristicin,0.168065251897
alpha-Tocopherol,Isoliquiritin,0.16778826439
Glycyrrhizic acid,"3',4',7-Trihydroxyflavone",0.167634051131
Gallic acid,Miltirone,0.167527698294
Tanshinone I,Isoliquiritin,0.167163177132
(R)-linalool,Isoliquiritin,0.166702759572
Miltirone,L-Phenylalanine,0.166441653308
Gibberellin A3,Isoliquiritin,0.166423107377
Isoliquiritin,"(6S,9R)-Roseoside",0.166353860857
Linoleic acid,Miltirone,0.166269395938
Apigenin,Isoliquiritin,0.166174631916
Isoliquiritin,Fumaric acid,0.166017926875
Tetrahydroalstonine,"(6S,9R)-Roseoside",0.165894205839
Tetrahydroalstonine,Acetovanillone,0.165780214448
Vanillin,Isoliquiritin,0.165772005782
Isoliquiritin,Chrysoeriol,0.165710089007
Myoinositol,Isoliquiritin,0.165603671952
Glycyrrhisoflavone,beta-Carotene,0.165597099262
beta-Carotene,Glisoflavone,0.165597099262
Isobavachalcone,beta-Carotene,0.165597099262
Pregnenolone,Tetrahydroalstonine,0.165565643362
Uracil,Tetrahydroalstonine,0.165565643362
Tetrahydroalstonine,Vincamine,0.165565643362
Sigmoidin B,Sucrose,0.165317171071
Pregnenolone,Isoliquiritin,0.165156710139
Vincamine,Isoliquiritin,0.165156710139
Isoliquiritin,Uracil,0.165156710139
Tryptamine,Isoliquiritin,0.165078797156
Myricetin,Isobavachalcone,0.165002190848
Glycyrrhisoflavone,Myricetin,0.165002190848
Glisoflavone,Myricetin,0.165002190848
Isoliquiritin,Isoglycyrol,0.164907884029
"3',4',7-Trihydroxyflavone",3' 5'-cyclic AMP,0.164893911273
Folic acid,Isoliquiritin,0.164832967921
Semilicoisoflavone B,Tetrahydroalstonine,0.164667861175
Mitraphylline,Tetrahydroalstonine,0.164667861175
Sigmoidin B,Succinic acid,0.164622703863
Glycyrrhisoflavone,3' 5'-cyclic AMP,0.164406096523
3' 5'-cyclic AMP,Glisoflavone,0.164406096523
3' 5'-cyclic AMP,Isobavachalcone,0.164406096523
Tetrahydroalstonine,Glycyrol,0.16437600782
Isoliquiritin,Indole-3-acetic acid,0.164085432234
3' 5'-cyclic AMP,Sigmoidin B,0.163531495109
Palmitic acid,Sigmoidin B,0.163474152332
Isoliquiritin,Tanshinone II,0.163406655333
Thiamine,Isoliquiritin,0.163306115231
Isoliquiritin,"1,3,7-Trihydroxyxanthone",0.163168810666
Sigmoidin B,Ferruginol,0.163015536516
Isorhamnetin,Isoliquiritin,0.162992413013
Octadecanoic acid,Sigmoidin B,0.162888523898
Lycopene,Vindoline,0.162835072091
Malic acid,Isoliquiritin,0.162652503356
Isoliquiritin,Citric acid,0.162650115186
Sigmoidin B,alpha-Pinene,0.162074298798
Berberine,Sweroside,0.161956421752
Tetrahydroalstonine,Isoglycyrol,0.16185621716
Isoprene,Sigmoidin B,0.161827104495
Glycyrrhisoflavone,Sanguinarine,0.161477455372
Glisoflavone,Sanguinarine,0.161477455372
Isobavachalcone,Sanguinarine,0.161477455372
Coumestrol,Isoliquiritin,0.161340786421
Tetrahydroalstonine,Indole-3-acetic acid,0.161332372871
Isobavachalcone,Vindoline,0.160893485035
Vindoline,Glycyrrhisoflavone,0.160893485035
Vindoline,Glisoflavone,0.160893485035
Pregnenolone,Isobavachalcone,0.160893170232
Isobavachalcone,Uracil,0.160893170232
Glisoflavone,Vincamine,0.160893170232
Vincamine,Glycyrrhisoflavone,0.160893170232
Glycyrrhisoflavone,Pregnenolone,0.160893170232
Uracil,Glycyrrhisoflavone,0.160893170232
Glisoflavone,Pregnenolone,0.160893170232
Isobavachalcone,Vincamine,0.160893170232
Uracil,Glisoflavone,0.160893170232
Isoliquiritin,Glycyrrhetinic acid,0.160849278498
(+)-S-Carvone,7-Hydroxycoumarin,0.16084747234
7-Hydroxycoumarin,alpha-Terpinene,0.16084747234
4-Terpineol,7-Hydroxycoumarin,0.16084747234
Isoliquiritin,2'-Hydroxygenistein,0.160544156018
Oxalic acid,Quinic acid,0.160484517918
Quinic acid,Glycyrrhizic acid,0.16034825279
Riboflavin,Sigmoidin B,0.160320064131
Sanguinarine,Miltirone,0.160303960207
Miltirone,beta-Monoolein,0.160068942727
Vincristine,Sigmoidin B,0.159992964698
Isobavachalcone,"(6S,9R)-Roseoside",0.159647021658
Glisoflavone,"(6S,9R)-Roseoside",0.159647021658
Glycyrrhisoflavone,"(6S,9R)-Roseoside",0.159647021658
beta-D-Glucosamine,Miltirone,0.159555511602
"3',4',7-Trihydroxyflavone",Protopine,0.159243439638
Isobavachalcone,Myoinositol,0.158975338818
Myoinositol,Glisoflavone,0.158975338818
Myoinositol,Glycyrrhisoflavone,0.158975338818
Glycycoumarin,Ellagic acid,0.158885001689
Isoliquiritin,"6,8-Diprenylgenistein",0.158551778247
Isoliquiritin,Oleic acid,0.158363112815
Sigmoidin B,Linoleic acid,0.158326138545
Sigmoidin B,Quinic acid,0.158034386112
Miltirone,Gancaonin U,0.157698773378
Vindoline,Berberine,0.157609104161
Apigenin,Isoschaftoside,0.15755207527
Quinic acid,Miltirone,0.157497159132
Tetrahydroalstonine,Glycyrrhizic acid,0.157390849841
Sigmoidin B,Sanguinarine,0.15696328077
Licuroside,Gallic acid,0.15686114112
Miltirone,Sucrose,0.156594815161
Oxalic acid,Serotonin,0.156369008196
Tetrahydroalstonine,Isoprene,0.156087398696
Sigmoidin B,L-Phenylalanine,0.155916068462
Succinic acid,Miltirone,0.155900347953
Isolicoflavonol,Tetrahydroalstonine,0.155541013831
Isoliquiritin,delta-Tocopherol,0.155538149355
Betulinic acid,Isoliquiritin,0.155454374451
Ferruginol,Licuroside,0.15533524233
Isoschaftoside,Acetovanillone,0.155211454857
Glycycoumarin,Chelerythrine,0.155148309402
Sigmoidin B,beta-Carotene,0.154894799077
Palmitic acid,Miltirone,0.154751796422
Tetrahydroalstonine,Riboflavin,0.154657126198
Gancaonin U,Punicalin,0.154632161286
Quinic acid,Isoschaftoside,0.154594717763
Isorhamnetin,Ferruginol,0.154133191662
Isolicoflavonol,Glisoflavone,0.153466768927
Isobavachalcone,Isolicoflavonol,0.153466768927
Glycyrrhisoflavone,Isolicoflavonol,0.153466768927
3-O-Caffeoylquinic acid,Isobavachalcone,0.153284319851
Glisoflavone,3-O-Caffeoylquinic acid,0.153284319851
Glycyrrhisoflavone,3-O-Caffeoylquinic acid,0.153284319851
Fisetin,Isoliquiritin,0.153234787887
Gallic acid,Sigmoidin B,0.1530352555
Tetrahydroalstonine,Vincristine,0.152448872704
Glycyrol,(+)-S-Carvone,0.15205272911
Glycyrol,alpha-Terpinene,0.15205272911
4-Terpineol,Glycyrol,0.15205272911
Glisoflavone,Semilicoisoflavone B,0.15158544364
Glisoflavone,Mitraphylline,0.15158544364
Glycyrrhisoflavone,Mitraphylline,0.15158544364
Semilicoisoflavone B,Glycyrrhisoflavone,0.15158544364
Semilicoisoflavone B,Isobavachalcone,0.15158544364
Isobavachalcone,Mitraphylline,0.15158544364
Vindoline,Isoschaftoside,0.151312559169
Miltirone,3' 5'-cyclic AMP,0.151305642505
Sweroside,Isorhamnetin,0.15068513388
(-)-Jasmonic acid,3-O-Caffeoylquinic acid,0.150470221161
Riboflavin,Isorhamnetin,0.150233565852
Vincristine,Isobavachalcone,0.150232561424
Glisoflavone,Vincristine,0.150232561424
Glycyrrhisoflavone,Vincristine,0.150232561424
Isoschaftoside,Labiatenic acid,0.150176120295
Chelerythrine,beta-Monoolein,0.149943849283
Sweroside,Sigmoidin B,0.149843922699
beta-Monoolein,Serotonin,0.149819717074
3-O-Caffeoylquinic acid,Isoschaftoside,0.149757230553
Sigmoidin B,Gancaonin U,0.149755515985
Octadecanoic acid,Tetrahydroalstonine,0.149383682652
Isoliquiritin,Quinic acid,0.149263285672
trans-Zeatin,Isobavachalcone,0.149234949793
Glycyrrhisoflavone,trans-Zeatin,0.149234949793
Glisoflavone,trans-Zeatin,0.149234949793
alpha-Terpinene,Isoglycyrol,0.148825931547
4-Terpineol,Isoglycyrol,0.148825931547
Isoglycyrol,(+)-S-Carvone,0.148825931547
Tetrahydroalstonine,alpha-Pinene,0.148000874439
Dihydrotanshinone I,Pregnenolone,0.147652540003
Dihydrotanshinone I,Vincamine,0.147652540003
Dihydrotanshinone I,Uracil,0.147652540003
Isoprene,Isorhamnetin,0.147397211846
Isobavachalcone,p-Coumaric acid,0.146824068868
p-Coumaric acid,Glisoflavone,0.146824068868
p-Coumaric acid,Glycyrrhisoflavone,0.146824068868
Licuroside,L-Phenylalanine,0.146822968689
Dihydrotanshinone I,"(6S,9R)-Roseoside",0.146608786251
Sweroside,Glycyrol,0.146412197853
beta-Carotene,Miltirone,0.146172443167
Oxalic acid,p-Coumaric acid,0.146101202357
Labiatenic acid,Gancaonin U,0.145967834671
Dihydrotanshinone I,3-O-Caffeoylquinic acid,0.145286243031
Vindoline,Mitraphylline,0.1449684662
Semilicoisoflavone B,Vindoline,0.1449684662
Sweroside,Isoglycyrol,0.144641255439
Oxalic acid,trans-Zeatin,0.142082681764
Quinic acid,Vindoline,0.141306113544
Isolicoflavonol,Vindoline,0.141011895804
Licuroside,Rutin,0.140544921537
Oxalic acid,Semilicoisoflavone B,0.140220938661
Oxalic acid,Mitraphylline,0.140220938661
7-Hydroxycoumarin,beta-Monoolein,0.139466511054
p-Coumaric acid,Dihydrotanshinone I,0.139039019482
Spermine,Isoschaftoside,0.138090451839
Spermine,Phaseollidin,0.138090451839
3' 5'-cyclic AMP,Isoschaftoside,0.137789563118
Semilicoisoflavone B,Dihydrotanshinone I,0.136026018386
Mitraphylline,Dihydrotanshinone I,0.136026018386
beta-Monoolein,Glycyrol,0.135634158182
Lycopene,N6-(delta2-Isopentenyl)adenine,0.135335283237
Gancaonin U,Glycycoumarin,0.135335283237
Sweroside,6-Hydroxymellein,0.135335283237
