Senyawa1,Senyawa2,Synergy Score
Miltirone,Coumarin,0.010695522
Linoleic acid,Isolicoflavonol,0.010694604
Spermine,Liquiritigenin,0.010690977
Hirsutrin,Loganin,0.010678043
Isoliquiritin,Cholesterol,0.010660881
Semilicoisoflavone B,Glycyrrhizic acid,0.010653494
Cholesterol,Uracil,0.010645667
Protopine,Oxalic acid,0.010645149
Mitraphylline,"3',4',7-Trihydroxyflavone",0.010634654
delta-Tocopherol,Isolicoflavonol,0.010627264
Loganic acid,Linoleic acid,0.010622182
Loganin,Vincristine,0.01062181
Phaseollidin,L-Phenylalanine,0.010621318
Betulinic acid,Isoliquiritin,0.010619163
Gancaonin U,Serotonin,0.010615565
Isoprene,p-Coumaric acid,0.010604
Glycyrol,Cholesterol,0.010602782
Miltirone,Chelerythrine,0.010601481
Isorhamnetin,Thiamine,0.010594906
Lycopene,Phaseollidin,0.01058744
Isorhamnetin,Loganic acid,0.010568254
Mitraphylline,Riboflavin,0.010558241
beta-Monoolein,N6-(delta2-Isopentenyl)adenine,0.01054734
Isorhamnetin,Oleic acid,0.010546928
"6,8-Diprenylgenistein",Isoliquiritin,0.0105402
Isoschaftoside,Vitamin A,0.010535518
Isoschaftoside,Folic acid,0.010532231
Methyl rosmarinate,Adenosine,0.010529453
Acetylursolic acid,Echinatin,0.010513806
Isorhamnetin,Vincristine,0.010512385
Isorhamnetin,Isoliquiritin,0.010502508
beta-D-Glucosamine,Myoinositol,0.01048132
Ajmalicine,Semilicoisoflavone B,0.01046647
(-)-Jasmonic acid,Isoliquiritin,0.010466211
Kaempferol 3-glucuronide,Loganic acid,0.01046057
Isoliquiritin,Protopine,0.010460236
Gancaonin U,Liquiritigenin,0.010459175
Thiamine,beta-Monoolein,0.010457446
"3',4',7-Trihydroxyflavone",Berberine,0.010455713
Isoschaftoside,Vanillin,0.010452518
2'-Hydroxygenistein,Isoschaftoside,0.010445562
Uracil,Tetrahydroalstonine,0.010439742
Mitraphylline,Spermidine,0.010430831
Gancaonin U,Tetrahydroalstonine,0.010427526
Myricetin,Isorhamnetin,0.010412169
Miltirone,Methyl rosmarinate,0.01040802
Formononetin,Sigmoidin B,0.010405293
Miltirone,Phaseollidin,0.010402425
Uracil,Sucrose,0.010385026
Quinic acid,Protopine,0.010384521
(-)-Jasmonic acid,Quinic acid,0.010384521
Thiamine,beta-D-Glucosamine,0.010375588
Acetovanillone,Succinic acid,0.010374231
Scopoletin,beta-D-Glucosamine,0.010372933
Sweroside,Semilicoisoflavone B,0.010370488
Loganic acid,(-)-Jasmonic acid,0.010363747
Quinic acid,Ajmalicine,0.010361344
Protopine,Loganic acid,0.010360572
Echinatin,Riboflavin,0.010354647
trans-Zeatin,Succinic acid,0.010351316
Myoinositol,Isoliquiritin,0.010347038
Oxalic acid,Glycyrol,0.010342932
Formononetin,Liquiritigenin,0.010342713
trans-Zeatin,Loganic acid,0.010334745
Loganic acid,Malic acid,0.010333306
Riboflavin,Isolicoflavonol,0.010333229
Oxalic acid,Miltirone,0.010327046
Gancaonin U,Myoinositol,0.010325464
beta-Monoolein,Acetovanillone,0.010324569
Isoschaftoside,3' 5'-cyclic AMP,0.010318158
Sanguinarine,Phaseollidin,0.010317257
Dihydrotanshinone I,Echinatin,0.010316624
Linoleic acid,Mitraphylline,0.010314655
Acetovanillone,(-)-Jasmonic acid,0.010308688
Isoprene,Echinatin,0.010296594
Berberine,Isolicoflavonol,0.010288496
Glycyrol,Glycyrrhizic acid,0.010287184
Methyl rosmarinate,Riboflavin,0.010285958
Serotonin,Isorhamnetin,0.010281348
Isoferulic acid,Guanosine,0.010267974
Miltirone,Sweroside,0.010264063
Octadecanoic acid,Phaseollidin,0.010263251
Glycyrrhetinic acid,Loganic acid,0.010261904
alpha-Terpinene,trans-Zeatin,0.010260147
trans-Zeatin,4-Terpineol,0.010260147
trans-Zeatin,(+)-S-Carvone,0.010260147
Indole-3-acetic acid,(-)-Jasmonic acid,0.010255732
Fumaric acid,Sigmoidin B,0.010244997
Liquiritigenin,Rutin,0.010243426
Berberine,4-Terpineol,0.010241666
alpha-Terpinene,Berberine,0.010241666
(+)-S-Carvone,Berberine,0.010241666
Glycyrol,Tetrahydroalstonine,0.010239974
Labiatenic acid,"3',4',7-Trihydroxyflavone",0.01023798
N6-(delta2-Isopentenyl)adenine,beta-D-Glucosamine,0.010222629
Isoliquiritigenin,Liquiritigenin,0.010221708
Dihydrotanshinone I,3' 5'-cyclic AMP,0.010213319
Vitamin A,Methyl rosmarinate,0.010210877
Ajmalicine,p-Coumaric acid,0.010209998
Ajmalicine,4-Terpineol,0.010192591
(+)-S-Carvone,Ajmalicine,0.010192591
alpha-Terpinene,Ajmalicine,0.010192591
Dihydrotanshinone I,Trigonelline,0.010188766
Isoprene,Methyl rosmarinate,0.010183205
Tanshinone I,Isorhamnetin,0.010175985
Phaseollidin,Serotonin,0.01016939
Riboflavin,Loganic acid,0.01015142
Cholesterol,Semilicoisoflavone B,0.010145574
Sigmoidin B,Cholesterol,0.010142862
Pregnenolone,(-)-Jasmonic acid,0.010139107
Echinatin,Palmitic acid,0.010116978
Phaseollidin,Vindoline,0.010114291
Miltirone,Oestrone,0.010110649
Kaempferol,Loganic acid,0.010108138
Punicalin,Gancaonin U,0.010102197
Fumaric acid,Liquiritigenin,0.010073482
Isoglycyrol,Isolicoflavonol,0.010066443
Methyl rosmarinate,delta-Tocopherol,0.010066179
Dihydrotanshinone I,alpha-Tocopherol,0.010055275
Miltirone,Coumestrol,0.010050824
Methyl rosmarinate,Peucedanin,0.010050761
Isoprene,Loganin,0.010034135
Kaempferol,Dihydrotanshinone I,0.010026971
L-Phenylalanine,Isoschaftoside,0.010023484
Rutin,Loganic acid,0.009999439
Fumaric acid,Isoschaftoside,0.009972995
"3',4',7-Trihydroxyflavone",(-)-Jasmonic acid,0.009954573
Sigmoidin B,Gallic acid,0.009934169
Sigmoidin B,Citric acid,0.00991005
Benzoic acid,Loganin,0.009882526
Isoglycyrol,Rutin,0.009880098
Miltirone,Tanshinone I,0.009872941
Isoglycyrol,Mitraphylline,0.009859956
Loganin,Isoliquiritin,0.009854483
Loganic acid,Chrysoeriol,0.009849515
Glycyrrhetinic acid,Liquiritigenin,0.00983903
9-Ribosyl-trans-zeatin,6-Hydroxymellein,0.0098265
Licuroside,beta-D-Glucosamine,0.009826474
Loganic acid,delta-Tocopherol,0.009824174
Trigonelline,Sigmoidin B,0.009815905
Punicalin,Isolicoflavonol,0.009808444
Mitraphylline,Vindoline,0.00980157
Folic acid,Liquiritigenin,0.00979893
Oleanolic acid,Isorhamnetin,0.009792925
p-Coumaric acid,Palmitic acid,0.009788795
Labiatenic acid,Loganic acid,0.009778789
Mitraphylline,Fisetin,0.00977495
Isoliquiritin,Glycycoumarin,0.009769614
Sanguinarine,Isoschaftoside,0.009763057
Echinatin,Sanguinarine,0.009755203
Echinatin,Vitamin A,0.009737559
Succinic acid,Vincamine,0.009734523
"Methyl 3,4,5-trihydroxybenzoate",Loganic acid,0.009732394
"3,4-Dihydroxybenzoic acid",Loganic acid,0.00973083
Echinatin,Fisetin,0.009725253
Echinatin,"6,8-Diprenylgenistein",0.009707428
Liquiritigenin,beta-D-Glucosamine,0.009706024
Loganic acid,Vanillin,0.009705583
"6,8-Diprenylgenistein",Sigmoidin B,0.009690257
Dihydrotanshinone I,Lycopene,0.009689242
Gallic acid,Isoglycyrol,0.00968696
Glycycoumarin,Succinic acid,0.009680848
Echinatin,Vanillin,0.009662895
Cholesterol,Echinatin,0.009662293
Mitraphylline,delta-Tocopherol,0.009659852
Methyl rosmarinate,Vanillic acid,0.009656817
Isolicoflavonol,beta-Carotene,0.009652834
"Methyl 3,4,5-trihydroxybenzoate",Methyl rosmarinate,0.009638787
Loganic acid,Vanillic acid,0.009633786
Isolicoflavonol,Labiatenic acid,0.009625501
p-Coumaric acid,Gancaonin U,0.009621125
Isoschaftoside,Serotonin,0.009611567
N6-(delta2-Isopentenyl)adenine,Dihydrotanshinone I,0.009595639
Testosterone,Echinatin,0.009590487
Gibberellin A3,Liquiritigenin,0.0095893
Tryptamine,Methyl rosmarinate,0.009576819
Isorhamnetin 3-O-beta-D-glucopyranoside,Lycopene,0.009570974
Punicalin,Mitraphylline,0.009569879
Loganin,delta-Tocopherol,0.009566312
Citric acid,Isoschaftoside,0.009561116
Trigonelline,Isoschaftoside,0.009554769
Punicalin,"3',4',7-Trihydroxyflavone",0.009550565
Glycycoumarin,Sucrose,0.009537468
Sigmoidin B,Gibberellin A3,0.009536603
Quinic acid,Isorhamnetin,0.009527261
Vindoline,Isolicoflavonol,0.009514664
Lycopene,Loganin,0.009501407
Isoprene,Semilicoisoflavone B,0.009498925
Tanshinone I,Isoschaftoside,0.009496574
Glycyrol,Isoprene,0.009492838
Palmitic acid,Semilicoisoflavone B,0.009481422
Isolicoflavonol,Fisetin,0.009481052
Isorhamnetin,alpha-Pinene,0.009471212
Guanosine,beta-Monoolein,0.009463921
Ajmalicine,Glycyrol,0.009463527
Spermidine,Isolicoflavonol,0.009461288
"(6S,9R)-Roseoside",Gancaonin U,0.009458326
Isorhamnetin,Spermidine,0.00945767
Loganic acid,Tanshinone II,0.009453023
Sigmoidin B,Vincristine,0.0094504
Glycycoumarin,Betulinic acid,0.009448043
Succinic acid,6-Hydroxymellein,0.009437343
Licuroside,Gancaonin U,0.009435605
Tryptamine,Liquiritigenin,0.009432477
Glycyrrhizic acid,Loganin,0.009428797
Gancaonin U,Glycyrrhizic acid,0.009417641
6-Hydroxymellein,Dihydrotanshinone I,0.009413188
Succinic acid,7-Hydroxycoumarin,0.009411944
alpha-Tocopherol,Isoschaftoside,0.009401801
3-O-Caffeoylquinic acid,Isorhamnetin,0.009396338
Citric acid,Loganic acid,0.009393679
Loganic acid,Cryptotanshinone,0.009387545
Isoschaftoside,Oleic acid,0.009357648
Protopine,"3',4',7-Trihydroxyflavone",0.009350625
Gancaonin U,Ajmalicine,0.009342585
Labiatenic acid,Mitraphylline,0.009338077
Isoschaftoside,Octadecanoic acid,0.009330527
Acetylursolic acid,Isolicoflavonol,0.009329473
Loganin,Linoleic acid,0.009327134
Ajmalicine,Vincamine,0.009322999
Spermidine,Phaseollidin,0.009319644
3-O-Caffeoylquinic acid,Guanosine,0.009319505
Fumaric acid,Isorhamnetin 3-O-beta-D-glucopyranoside,0.009310854
Testosterone,Dihydrotanshinone I,0.00929799
Testosterone,Loganin,0.009296175
Thiamine,Dihydrotanshinone I,0.009290214
3-O-Caffeoylquinic acid,Protopine,0.009287057
Dihydrotanshinone I,delta-Tocopherol,0.009284643
(-)-Jasmonic acid,"(6S,9R)-Roseoside",0.009283254
Miltirone,"1,3,7-Trihydroxyxanthone",0.009279766
Loganic acid,Ajmalicine,0.009279276
Isoschaftoside,Gibberellin A3,0.009276688
Sweroside,Mitraphylline,0.00927571
Scopoletin,Isorhamnetin,0.009272703
Liquiritigenin,Naringin,0.009264424
Vincristine,Miltirone,0.009258497
Isoliquiritin,Vincamine,0.009258235
Salicylic acid,Loganin,0.009235407
Punicalin,Isoglycyrol,0.00922913
Vincristine,Dihydrotanshinone I,0.009227496
Gancaonin U,Vincamine,0.009219125
3' 5'-cyclic AMP,Echinatin,0.009217881
Acetovanillone,Protopine,0.009203688
Liquiritigenin,(R)-linalool,0.009203395
Lycopene,Liquiritigenin,0.009202714
Serotonin,Sigmoidin B,0.009201662
7-Hydroxycoumarin,Liquiritigenin,0.009201515
Oxalic acid,Ajmalicine,0.009185139
Palmitic acid,Glycycoumarin,0.009170388
Isorhamnetin,alpha-Tocopherol,0.009169023
Punicalin,Liquiritigenin,0.009165506
Oleanolic acid,Dihydrotanshinone I,0.009153793
Sigmoidin B,(R)-linalool,0.009152894
Methyl rosmarinate,Linoleic acid,0.00915231
Miltirone,Tryptamine,0.009143115
"Methyl 3,4,5-trihydroxybenzoate",Miltirone,0.009123185
Peucedanin,Miltirone,0.009122368
Loganic acid,Oleic acid,0.009104427
Liquiritin,Loganic acid,0.009100154
Loganic acid,Naringin,0.009097093
trans-Zeatin,Isoschaftoside,0.00909696
Vanillin,Methyl rosmarinate,0.009090822
N6-(delta2-Isopentenyl)adenine,Phaseollidin,0.009086619
Gancaonin U,Semilicoisoflavone B,0.009084202
Echinatin,Vincristine,0.00907986
Phaseollidin,Oxalic acid,0.009078586
Glycyrrhetinic acid,Methyl rosmarinate,0.009058337
beta-Monoolein,Quinic acid,0.009052073
Myricetin,Dihydrotanshinone I,0.009036637
Salicylic acid,Glycycoumarin,0.009029158
Echinatin,Chelerythrine,0.009028789
Liquiritigenin,Fisetin,0.009026687
Isorhamnetin,Betulinic acid,0.009017823
Apigenin,Sigmoidin B,0.009010155
7-Hydroxycoumarin,Dihydrotanshinone I,0.009007227
Oleanolic acid,Loganic acid,0.009002747
Echinatin,"3',4',7-Trihydroxyflavone",0.008994216
Isoschaftoside,Miltirone,0.008991103
Uracil,Isoglycyrol,0.008973578
Sigmoidin B,trans-Zeatin,0.008973139
Glycyrol,Palmitic acid,0.008969317
Miltirone,Folic acid,0.008961992
Oleanolic acid,Liquiritigenin,0.00895524
Loganic acid,Fumaric acid,0.008954859
3' 5'-cyclic AMP,Liquiritigenin,0.008953586
N6-(delta2-Isopentenyl)adenine,Isoschaftoside,0.008953254
Sigmoidin B,N6-(delta2-Isopentenyl)adenine,0.008953254
Methyl rosmarinate,Trigonelline,0.008948218
Sigmoidin B,Isoprene,0.008945488
Isoferulic acid,Sigmoidin B,0.008938363
Pregnenolone,Protopine,0.008935778
"(6S,9R)-Roseoside",Succinic acid,0.008929195
Indole-3-acetic acid,Dihydrotanshinone I,0.008920672
Loganic acid,alpha-Tocopherol,0.008918214
Cryptotanshinone,Liquiritigenin,0.008914022
Isoschaftoside,(R)-linalool,0.008913098
Licuroside,Succinic acid,0.008912889
Phaseollidin,Vincristine,0.008900956
Glycycoumarin,Coumarin,0.008900492
Isoliquiritin,Semilicoisoflavone B,0.008895068
2'-Hydroxygenistein,Loganic acid,0.008890439
Kaempferol 3-glucuronide,Loganin,0.008889556
Isoschaftoside,Labiatenic acid,0.008872377
Sigmoidin B,3-O-Caffeoylquinic acid,0.008869354
Scopoletin,Miltirone,0.008866553
Ajmalicine,3-O-Caffeoylquinic acid,0.008855434
Vanillic acid,Miltirone,0.008855131
(+)-S-Carvone,"3',4',7-Trihydroxyflavone",0.008835979
4-Terpineol,"3',4',7-Trihydroxyflavone",0.008835979
"3',4',7-Trihydroxyflavone",alpha-Terpinene,0.008835979
Ajmalicine,Loganin,0.008828547
Kaempferol 3-glucuronide,Dihydrotanshinone I,0.008826649
Echinatin,Folic acid,0.008825481
Sweroside,Loganic acid,0.008824231
(-)-Jasmonic acid,Vincamine,0.008813302
Ferruginol,Glycycoumarin,0.008810539
Oleic acid,Methyl rosmarinate,0.008805367
beta-Carotene,Mitraphylline,0.008785079
Indole-3-acetic acid,Protopine,0.008767186
9-Ribosyl-trans-zeatin,Quinic acid,0.008761751
Glycyrol,Gancaonin U,0.008759803
beta-D-Glucosamine,Quinic acid,0.008740141
Isorhamnetin,(R)-linalool,0.00872199
Gibberellin A3,Isorhamnetin 3-O-beta-D-glucopyranoside,0.008717713
"(6S,9R)-Roseoside",beta-Monoolein,0.008708808
beta-D-Glucosamine,Tetrahydroalstonine,0.008701835
Isoschaftoside,6-Hydroxymellein,0.008699063
Gibberellin A3,Loganic acid,0.008687997
Isolicoflavonol,Sweroside,0.008686591
Berberine,Phaseollidin,0.008683626
Gancaonin U,Labiatenic acid,0.008682486
Methyl rosmarinate,3-O-Caffeoylquinic acid,0.008675198
Quinic acid,Methyl rosmarinate,0.008663078
Tetrahydroalstonine,Mitraphylline,0.008645963
Isoferulic acid,Isoschaftoside,0.008645949
Spermine,Methyl rosmarinate,0.008617001
beta-D-Glucosamine,"(6S,9R)-Roseoside",0.008610807
Dihydrotanshinone I,Ajmalicine,0.008608135
Echinatin,Acetovanillone,0.008606931
Lycopene,Gancaonin U,0.008596472
3-O-Caffeoylquinic acid,beta-D-Glucosamine,0.008594302
Kaempferol 3-glucuronide,Gancaonin U,0.008581112
Phaseollidin,Coumarin,0.008577086
Acetylursolic acid,Mitraphylline,0.00855545
Isorhamnetin,Apigenin,0.00855449
Kaempferol 3-glucuronide,Miltirone,0.008551338
Spermidine,Sigmoidin B,0.008543911
alpha-Pinene,Isoglycyrol,0.008540835
Malic acid,Liquiritigenin,0.008540547
beta-D-Glucosamine,Vincamine,0.008531336
Liquiritigenin,"Methyl 3,4,5-trihydroxybenzoate",0.00852717
Scopoletin,Echinatin,0.00852566
(-)-Jasmonic acid,Loganin,0.008524778
Isoferulic acid,Isorhamnetin,0.008524507
Loganin,Protopine,0.008522166
beta-Monoolein,Uracil,0.008521626
Rutin,Miltirone,0.008516926
Guanosine,Acetovanillone,0.008516108
Isoliquiritin,Palmitic acid,0.008509916
Loganic acid,Tanshinone I,0.008500433
Methyl rosmarinate,Naringenin,0.008495852
Linoleic acid,Dihydrotanshinone I,0.008485087
Semilicoisoflavone B,Sucrose,0.008484547
Isorhamnetin,"6,8-Diprenylgenistein",0.008484499
Liquiritigenin,Liquiritin,0.008481586
beta-Monoolein,Isoliquiritin,0.008472192
Miltirone,Glycyrrhetinic acid,0.008471856
Benzoic acid,Miltirone,0.008469643
Thiamine,Isoschaftoside,0.008462936
Dihydrotanshinone I,Riboflavin,0.008459814
Isorhamnetin,Linoleic acid,0.008458243
Chrysoeriol,Methyl rosmarinate,0.008454115
Benzoic acid,Phaseollidin,0.008452073
p-Coumaric acid,(-)-Jasmonic acid,0.008448512
Isolicoflavonol,Cholesterol,0.008444936
Protopine,p-Coumaric acid,0.008444397
Indole-3-acetic acid,Echinatin,0.008443184
Riboflavin,Sigmoidin B,0.008431275
Isolicoflavonol,Tetrahydroalstonine,0.008422888
Dihydrotanshinone I,Serotonin,0.008418448
Glycycoumarin,Spermine,0.00841228
Vanillic acid,Liquiritigenin,0.008407518
Testosterone,Phaseollidin,0.008407359
Myristicin,Isoschaftoside,0.008405793
"3',4',7-Trihydroxyflavone",delta-Tocopherol,0.008401445
Glycycoumarin,Sweroside,0.008399305
Citric acid,Isorhamnetin,0.008398565
Malic acid,Methyl rosmarinate,0.008385151
Myristicin,Isorhamnetin 3-O-beta-D-glucopyranoside,0.008382089
Tanshinone I,Dihydrotanshinone I,0.00837064
Gancaonin U,3' 5'-cyclic AMP,0.008363088
(+)-S-Carvone,Gancaonin U,0.008350964
Gancaonin U,alpha-Terpinene,0.008350964
Gancaonin U,4-Terpineol,0.008350964
Loganic acid,(R)-linalool,0.008349854
Glycycoumarin,Adenosine,0.008347066
Isorhamnetin 3-O-beta-D-glucopyranoside,(+)-S-Carvone,0.008327187
Isorhamnetin 3-O-beta-D-glucopyranoside,4-Terpineol,0.008327187
alpha-Terpinene,Isorhamnetin 3-O-beta-D-glucopyranoside,0.008327187
Isoschaftoside,7-Hydroxycoumarin,0.008322235
"(6S,9R)-Roseoside",Sigmoidin B,0.008312734
Isoschaftoside,Sweroside,0.008309678
Isolicoflavonol,Glycyrrhizic acid,0.008307248
Sucrose,Glycyrol,0.008306577
p-Coumaric acid,Sucrose,0.008296531
Linoleic acid,Sigmoidin B,0.008284047
Mitraphylline,Ajmalicine,0.00828247
Echinatin,Myristicin,0.008275909
Miltirone,Oleic acid,0.008275137
Kaempferol,Methyl rosmarinate,0.008268255
Licuroside,Isoglycyrol,0.008268235
alpha-Pinene,Isoschaftoside,0.008265846
Malic acid,Miltirone,0.008246461
Riboflavin,Loganin,0.008241987
Palmitic acid,Isolicoflavonol,0.00823763
Isorhamnetin,beta-Carotene,0.008237484
Trigonelline,Echinatin,0.00823558
6-Hydroxymellein,Sigmoidin B,0.008230807
Echinatin,Oxalic acid,0.008223657
Loganic acid,Phaseollidin,0.008220916
Loganin,Punicalin,0.00821098
Methyl rosmarinate,Fumaric acid,0.008203271
Isorhamnetin,Myoinositol,0.008196475
Uracil,Isoliquiritin,0.008170527
Sigmoidin B,Indole-3-acetic acid,0.008155032
Glycyrol,Isoliquiritin,0.008154737
Semilicoisoflavone B,Oxalic acid,0.008153789
Loganic acid,Acetylursolic acid,0.008148095
Oxalic acid,Isoschaftoside,0.008145934
alpha-Tocopherol,Echinatin,0.00812593
Methyl rosmarinate,Myricetin,0.008125189
Folic acid,Methyl rosmarinate,0.00811733
Miltirone,Gallic acid,0.008111746
Isoglycyrol,Labiatenic acid,0.008103337
Loganic acid,"3',4',7-Trihydroxyflavone",0.008088472
Sigmoidin B,Quinic acid,0.008082658
"1,3,7-Trihydroxyxanthone",Glycycoumarin,0.008077768
(-)-Jasmonic acid,Semilicoisoflavone B,0.008073126
Semilicoisoflavone B,Protopine,0.008069246
Glycycoumarin,Oleanolic acid,0.008068927
Cholesterol,Isorhamnetin,0.008042534
Gallic acid,Phaseollidin,0.008038203
Kaempferol 3-glucuronide,Isoglycyrol,0.008034951
Coumestrol,Loganin,0.00802298
Isoliquiritin,Gancaonin U,0.008013735
Isoferulic acid,Methyl rosmarinate,0.008009417
Isoschaftoside,Spermidine,0.008008385
Ajmalicine,Uracil,0.008007371
Protopine,"(6S,9R)-Roseoside",0.008006401
Fumaric acid,Isorhamnetin,0.008003757
Isorhamnetin,Acetylursolic acid,0.00800224
Isoschaftoside,Formononetin,0.00800033
Liquiritigenin,Scopoletin,0.007992701
Isoschaftoside,Betulinic acid,0.007984605
Myristicin,Loganic acid,0.007982016
Dihydrotanshinone I,beta-Carotene,0.007965926
Indole-3-acetic acid,Isoschaftoside,0.007949587
Methyl rosmarinate,Cryptotanshinone,0.007947858
Ajmalicine,Isolicoflavonol,0.007945894
Isoprene,Dihydrotanshinone I,0.007945828
Tryptamine,Glycycoumarin,0.007934634
"3,4-Dihydroxybenzoic acid",Glycycoumarin,0.007932284
"(6S,9R)-Roseoside",Isoschaftoside,0.007916492
Loganic acid,Thiamine,0.007911946
Isoschaftoside,Quinic acid,0.007906737
Echinatin,Spermine,0.007900732
Sucrose,Isoliquiritin,0.007889357
Loganin,Labiatenic acid,0.007885629
Isorhamnetin,Glycyrrhizic acid,0.007871991
delta-Tocopherol,Echinatin,0.007871654
Gibberellin A3,Methyl rosmarinate,0.00787031
Acetylursolic acid,Isoliquiritin,0.007866337
Isoglycyrol,Serotonin,0.007862972
Dihydrotanshinone I,alpha-Terpinene,0.007857985
(+)-S-Carvone,Dihydrotanshinone I,0.007857985
4-Terpineol,Dihydrotanshinone I,0.007857985
Isoschaftoside,Gallic acid,0.007843093
Mitraphylline,Glycyrrhizic acid,0.007836561
Miltirone,Tetrahydroalstonine,0.007830864
4-Terpineol,Isoschaftoside,0.007814625
Isoschaftoside,alpha-Terpinene,0.007814625
Isoschaftoside,(+)-S-Carvone,0.007814625
Echinatin,Gibberellin A3,0.007814493
(R)-linalool,Dihydrotanshinone I,0.007805573
Salicylic acid,Phaseollidin,0.007794741
Sigmoidin B,beta-Monoolein,0.007793395
Miltirone,Lycopene,0.007778595
Vincamine,Protopine,0.007767323
Liquiritigenin,Acetylursolic acid,0.007761888
Loganic acid,Palmitic acid,0.007757175
Isorhamnetin,Gibberellin A3,0.007752159
Isoschaftoside,Apigenin,0.007737932
Methyl rosmarinate,2'-Hydroxygenistein,0.00772678
Fumaric acid,Echinatin,0.007725518
Isoglycyrol,Vindoline,0.007723418
Apigenin,Methyl rosmarinate,0.007710151
Naringin,Methyl rosmarinate,0.007706178
Methyl rosmarinate,Liquiritin,0.007700812
Methyl rosmarinate,Tanshinone II,0.007692504
Loganic acid,Acetovanillone,0.007682169
Fisetin,Miltirone,0.007676915
Dihydrotanshinone I,Berberine,0.007674839
beta-Monoolein,9-Ribosyl-trans-zeatin,0.007667539
Sigmoidin B,beta-D-Glucosamine,0.007659501
Scopoletin,Methyl rosmarinate,0.007653502
Glycyrol,Sigmoidin B,0.007647818
Tanshinone I,Echinatin,0.00763675
Isoferulic acid,9-Ribosyl-trans-zeatin,0.007633059
Indole-3-acetic acid,Guanosine,0.007631432
Phaseollidin,Oestrone,0.007626848
Cholesterol,Loganic acid,0.007622998
Naringin,Glycycoumarin,0.007621129
Sweroside,Isoglycyrol,0.00761892
trans-Zeatin,beta-D-Glucosamine,0.007613041
Isoprene,Isolicoflavonol,0.007607914
Loganic acid,Gancaonin U,0.007607827
Pregnenolone,Sigmoidin B,0.007602923
Sigmoidin B,Palmitic acid,0.007593954
Gancaonin U,(-)-Jasmonic acid,0.007593886
Succinic acid,Uracil,0.007592419
Protopine,Gancaonin U,0.007590833
Methyl rosmarinate,Sweroside,0.007579354
(R)-linalool,Methyl rosmarinate,0.007559396
3-O-Caffeoylquinic acid,9-Ribosyl-trans-zeatin,0.007555675
Labiatenic acid,Glycycoumarin,0.007550771
Isoglycyrol,Riboflavin,0.007542302
Berberine,beta-D-Glucosamine,0.007530532
Myristicin,Dihydrotanshinone I,0.007528024
Isorhamnetin,Oxalic acid,0.00752786
(R)-linalool,Echinatin,0.007526478
Cryptotanshinone,Glycycoumarin,0.007523687
Palmitic acid,Guanosine,0.007522693
Echinatin,Isoferulic acid,0.007509593
